,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero,IsMinimal
40,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,1,34.7700525529217,21615,114,9,27,1.0,0.056,False,True,True
41,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,2,37.27883874392137,21615,114,9,27,1.0,0.056,False,True,True
42,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,3,35.20798635808751,21615,114,9,27,1.0,0.056,False,True,True
43,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,4,35.01642343006097,21615,114,9,27,1.0,0.056,False,True,True
44,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,5,36.2294676520396,21615,114,9,27,1.0,0.056,False,True,True
45,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,6,35.344082076102495,21615,114,9,27,1.0,0.056,False,True,True
46,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,7,37.04275416908786,21615,114,9,27,1.0,0.056,False,True,True
47,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,8,34.9927415761631,21615,114,9,27,1.0,0.056,False,True,True
48,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,9,36.84226261312142,21615,114,9,27,1.0,0.056,False,True,True
49,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_750_3,751,540,10,34.23095568618737,21615,114,9,27,1.0,0.056,False,True,True
50,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,1,13.230413913028315,13211,73,5,16,1.0,0.046,False,True,True
51,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,2,11.933398735010996,13211,73,5,16,1.0,0.046,False,True,True
52,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,3,13.728871061000973,13211,73,5,16,1.0,0.046,False,True,True
53,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,4,13.033527090912685,13211,73,5,16,1.0,0.046,False,True,True
54,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,5,12.82803229498677,13211,73,5,16,1.0,0.046,False,True,True
55,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,6,13.941614161012694,13211,73,5,16,1.0,0.046,False,True,True
56,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,7,11.848511639982462,13211,73,5,16,1.0,0.046,False,True,True
57,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,8,13.707185531035066,13211,73,5,16,1.0,0.046,False,True,True
58,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,9,12.85629357304424,13211,73,5,16,1.0,0.046,False,True,True
59,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_2,500,365,10,12.906062365043908,13211,73,5,16,1.0,0.046,False,True,True
