,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero,IsMinimal
0,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,1,0.07238725409843028,855,7,2,3,0.987,0.232,False,False,True
1,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,2,0.07164793903939426,855,7,2,3,0.987,0.232,False,False,True
2,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,3,0.0735292830504477,855,7,2,3,0.987,0.232,False,False,True
3,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,4,0.0771292180288583,855,7,2,3,0.987,0.232,False,False,True
4,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,5,0.07337242201901972,855,7,2,3,0.987,0.232,False,False,True
5,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,6,0.07828907808288932,855,7,2,3,0.987,0.232,False,False,True
6,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,7,0.07635806500911713,855,7,2,3,0.987,0.232,False,False,True
7,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,8,0.07539081992581487,855,7,2,3,0.987,0.232,False,False,True
8,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,9,0.07562622404657304,855,7,2,3,0.987,0.232,False,False,True
9,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_6,294,58,10,0.08501613908447325,855,7,2,3,0.987,0.232,False,False,True
10,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_8,284,73,1,0.26996530103497207,1002,8,2,3,0.978,0.243,False,False,True
11,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_300_8,284,73,2,0.1128027830272913,1002,8,2,3,0.978,0.243,False,False,True
