,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero,IsMinimal
0,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,1,1.3087741730269045,5973,8,6,7,1.0,0.064,False,True,True
1,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,2,0.933887739200145,5973,8,6,7,1.0,0.064,False,True,True
2,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,3,0.9295988960657269,5973,8,6,7,1.0,0.064,False,True,True
3,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,4,0.9138056039810181,5973,8,6,7,1.0,0.064,False,True,True
4,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,5,0.9641508990898728,5973,8,6,7,1.0,0.064,False,True,True
5,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,6,1.501489931019023,5973,8,6,7,1.0,0.064,False,True,True
6,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,7,0.9092459010425955,5973,8,6,7,1.0,0.064,False,True,True
7,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,8,1.3978147150482982,5973,8,6,7,1.0,0.064,False,True,True
8,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,9,0.9127224918920547,5973,8,6,7,1.0,0.064,False,True,True
9,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_0,301,215,10,1.3649276930373162,5973,8,6,7,1.0,0.064,False,True,True
10,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_1,301,229,1,1.3414290850050747,6919,12,5,10,1.0,0.055,False,True,True
11,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_1,301,229,2,1.9444055240601301,6919,12,5,10,1.0,0.055,False,True,True
12,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_1,301,229,3,1.4127731088083237,6919,12,5,10,1.0,0.055,False,True,True
13,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_0_9_1,301,229,4,1.8412791339214891,6919,12,5,10,1.0,0.055,False,True,True
