,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero
58,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_9,51,52,9,0.1883607804775238,4664,2,1,1,1.0,0.066,False,True
59,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_9,51,52,10,0.18259719386696815,4664,2,1,1,1.0,0.066,False,True
60,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,1,0.3304348550736904,10769,6,2,5,1.0,0.359,False,True
61,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,2,0.5428633913397789,10769,6,2,5,1.0,0.359,False,True
62,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,3,0.31523675099015236,10769,6,2,5,1.0,0.359,False,True
63,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,4,0.3265199549496174,10769,6,2,5,1.0,0.359,False,True
64,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,5,0.3699435889720917,10769,6,2,5,1.0,0.359,False,True
65,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,6,0.31772828847169876,10769,6,2,5,1.0,0.359,False,True
66,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,7,0.3207158111035824,10769,6,2,5,1.0,0.359,False,True
67,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,8,0.5445679500699043,10769,6,2,5,1.0,0.359,False,True
68,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,9,0.32014765590429306,10769,6,2,5,1.0,0.359,False,True
69,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_1,51,52,10,0.3191356882452965,10769,6,2,5,1.0,0.359,False,True
70,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,1,0.17353321611881256,3025,5,3,3,0.993,0.051,False,False
71,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,2,0.1542315036058426,3025,5,3,3,0.993,0.051,False,False
72,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,3,0.15564442425966263,3025,5,3,3,0.993,0.051,False,False
73,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,4,0.15109850466251373,3025,5,3,3,0.993,0.051,False,False
74,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,5,0.15153305977582932,3025,5,3,3,0.993,0.051,False,False
75,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,6,0.15904340893030167,3025,5,3,3,0.993,0.051,False,False
76,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,7,0.1617361195385456,3025,5,3,3,0.993,0.051,False,False
77,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,8,0.1694338396191597,3025,5,3,3,0.993,0.051,False,False
78,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,9,0.156943891197443,3025,5,3,3,0.993,0.051,False,False
79,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_7,51,40,10,0.14976559206843376,3025,5,3,3,0.993,0.051,False,False
80,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,1,0.16639187932014465,4202,3,2,2,1.0,0.061,False,True
81,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,2,0.15697360411286354,4202,3,2,2,1.0,0.061,False,True
82,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,3,0.16329054161906242,4202,3,2,2,1.0,0.061,False,True
83,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,4,0.15657508373260498,4202,3,2,2,1.0,0.061,False,True
84,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,5,0.15766387805342674,4202,3,2,2,1.0,0.061,False,True
85,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,6,0.16963797435164452,4202,3,2,2,1.0,0.061,False,True
86,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,7,0.1712133325636387,4202,3,2,2,1.0,0.061,False,True
87,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,8,0.1593562848865986,4202,3,2,2,1.0,0.061,False,True
88,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,9,0.15760422497987747,4202,3,2,2,1.0,0.061,False,True
89,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_0,51,50,10,0.15739048644900322,4202,3,2,2,1.0,0.061,False,True
90,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,1,0.11475251242518425,3993,2,1,1,1.0,0.076,False,True
91,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,2,0.11571130529046059,3993,2,1,1,1.0,0.076,False,True
92,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,3,0.1152726486325264,3993,2,1,1,1.0,0.076,False,True
93,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,4,0.1171165257692337,3993,2,1,1,1.0,0.076,False,True
94,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,5,0.11794789880514145,3993,2,1,1,1.0,0.076,False,True
95,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,6,0.11858269572257996,3993,2,1,1,1.0,0.076,False,True
96,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,7,0.1158110573887825,3993,2,1,1,1.0,0.076,False,True
97,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,8,0.11794915422797203,3993,2,1,1,1.0,0.076,False,True
98,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,9,0.12367558106780052,3993,2,1,1,1.0,0.076,False,True
